企业名称,统代,科技标签_高新技术产业,是否国企,龙头企业级别,2022从业人数,2023从业人数,2024从业人数,2022利润总额,2024资产总收入,2024负债总数,2024资产负债率,实际授信额度,实际授信额度区间
宏达信息有限责任公司009073,9.13278e+017,0,0,省级,7,7,,5656,49189280,38663069,0.786,7040,"(3620.0, 7318.0]"
联创智能股份有限公司009074,9.132696764223084e+017,0,1,县级,,,5,-3434545,45507176,10572295,0.2323,19670,"(17830.0, 21190.0]"
汇通材料股份有限公司009075,9.13431607802728e+017,,1,省级,6,2,3,5656,23886337,18518702,0.7753,26750,"(24530.0, 27972.0]"
星河生物有限责任公司009076,9.135944411457144e+017,0,0,省级,4,1,5,-3434545,24148675,18793996,0.7783,23940,"(21190.0, 24530.0]"
博雅能源有限责任公司009077,9.1344427403e+017,0,0,,1,6,3,565656,45162900,35533866,0.7868,20150,"(17830.0, 21190.0]"
启明能源股份有限公司009078,9.139330e+017,,0,国家级,6,5,4,565656,733269,123177,0.168,3870,"(3620.0, 7318.0]"
星河环保股份有限公司009079,9.131873242e+017,1,1,,,2,6,565,36965582,32802757,0.8874,9660,"(7318.0, 11047.0]"
中原贸易股份有限公司009080,9.13466e+017,0,1,市级,6,3,3,565656,44730723,28812692,0.6441,26930,"(24530.0, 27972.0]"
联创生物股份有限公司009081,9.13505127624e+017,0,1,市级,4,5,7,6767,48930382,20229388,0.4134,2850,"(49.999, 3620.0]"
汇通科技有限责任公司009082,9.130428781414e+017,0,0,国家级,2,6,5,676767,26634225,20065588,0.7534,9550,"(7318.0, 11047.0]"
星河机械有限公司009083,9.1351680109867661e+017,1,1,市级,4,4,5,565,4827101,3457259,0.7162,24660,"(24530.0, 27972.0]"
华信物流有限责任公司009084,9.13422976e+017,0,0,市级,2,6,6,565,33260593,8784001,0.2641,23900,"(21190.0, 24530.0]"
天成贸易股份有限公司009085,9.138121e+017,1,0,国家级,3,5,3,-3434545,8574423,5253981,0.6128,4990,"(3620.0, 7318.0]"
联创网络集团有限公司009086,9.133307203588758e+017,1,,国家级,2,1,1,5656,6235908,1360237,0.2181,1260,"(49.999, 3620.0]"
博雅电子有限责任公司009087,9.138641960513272e+017,,0,市级,4,6,6,5656,15824208,3159784,0.1997,32530,"(31390.0, 35000.0]"
天成材料有限责任公司009088,9.1324322124510e+017,0,1,县级,6,,7,-3434545,35815996,20451022,0.571,4260,"(3620.0, 7318.0]"
宏达贸易集团有限公司009089,9.1328200313228e+017,1,1,,6,5,2,676767,41838694,19579804,0.468,19110,"(17830.0, 21190.0]"
星河装备有限公司009090,9.13467641740e+017,1,1,国家级,,7,,343434,3489820,3012104,0.8631,21620,"(21190.0, 24530.0]"
星河食品有限公司009091,9.1345659905821e+017,1,,,3,3,3,-3434545,29892885,5191719,0.1737,21330,"(21190.0, 24530.0]"
嘉禾机械有限责任公司009092,9.137212143e+017,0,1,省级,5,7,3,343434,7113005,1159182,0.163,6610,"(3620.0, 7318.0]"
华信智能有限公司009093,9.1303264e+017,1,1,市级,1,5,2,565,5192439,2526092,0.4865,19060,"(17830.0, 21190.0]"
宏达科技股份有限公司009094,9.1397923062324981e+017,1,1,县级,2,2,3,676767,11391884,2709869,0.2379,10140,"(7318.0, 11047.0]"
金鼎化工有限公司009095,9.13605864185927e+017,0,0,市级,,5,,-3434545,9834324,7638567,0.7767,310,"(49.999, 3620.0]"
华泰装备有限责任公司009096,9.132685633923781e+017,0,0,,1,1,,-2323432,8190132,619542,0.0756,31710,"(31390.0, 35000.0]"
鼎盛环保股份有限公司009097,9.130926e+017,1,0,省级,,2,3,6767,25548288,18930658,0.741,21620,"(21190.0, 24530.0]"
创元科技有限责任公司009098,9.1397364447934612e+017,0,,省级,3,3,7,565656,35633808,24433732,0.6857,8410,"(7318.0, 11047.0]"
嘉禾物流集团有限公司009099,9.1373121436543212e+017,0,1,市级,7,5,6,565,47743445,10745858,0.2251,1420,"(49.999, 3620.0]"
星河化工集团有限公司009100,9.132351e+017,0,0,县级,2,1,5,565656,27953509,22729553,0.8131,7690,"(7318.0, 11047.0]"
天成机械有限公司009101,9.1342810130e+017,0,1,省级,4,3,,6767,27712475,12876318,0.4646,2340,"(49.999, 3620.0]"
天成智能有限公司009102,9.13481870e+017,1,0,县级,2,2,6,565,27646558,15146818,0.5479,34330,"(31390.0, 35000.0]"
启明建设股份有限公司009103,9.13138e+017,0,0,县级,6,1,,6767,22480708,4224258,0.1879,15310,"(14492.0, 17830.0]"
星河环保集团有限公司009104,9.1328e+017,1,1,市级,1,3,6,565,2157090,1980606,0.9182,24510,"(21190.0, 24530.0]"
永泰装备集团有限公司009105,9.1399970553017700e+017,0,,县级,6,6,6,565,48384327,9843571,0.2034,18800,"(17830.0, 21190.0]"
华泰科技集团有限公司009106,9.139928380e+017,0,0,省级,5,7,1,565656,4639801,1067558,0.2301,23820,"(21190.0, 24530.0]"
汇通智能有限公司009107,9.1327e+017,,1,省级,,6,6,6767,14625012,4169377,0.2851,33840,"(31390.0, 35000.0]"
汇通材料股份有限公司009108,9.1333325802089e+017,1,1,国家级,7,7,,565,18473277,7762214,0.4202,15540,"(14492.0, 17830.0]"
创元物流有限公司009109,9.13702e+017,1,0,县级,1,7,1,343434,27061671,12716392,0.4699,25730,"(24530.0, 27972.0]"
华信化工股份有限公司009110,9.13997382667647e+017,1,0,,3,,5,6767,34449222,12304063,0.3572,24450,"(21190.0, 24530.0]"
汇通生物股份有限公司009111,9.136859009409928e+017,1,1,市级,6,7,,565656,4667406,3915338,0.8389,21900,"(21190.0, 24530.0]"
鼎盛材料有限责任公司009112,9.1309656863019e+017,0,1,,,,3,-2323432,19823235,14209142,0.7168,24450,"(21190.0, 24530.0]"
汇通贸易股份有限公司009113,9.132373e+017,0,,市级,5,6,3,5656,30237483,15938277,0.5271,1670,"(49.999, 3620.0]"
宏达材料集团有限公司009114,9.13116e+017,0,1,国家级,7,4,1,565656,13893652,1652554,0.1189,31980,"(31390.0, 35000.0]"
瑞丰装备有限责任公司009115,9.133042959617e+017,1,0,,,3,2,-3434545,18789123,16302351,0.8676,23610,"(21190.0, 24530.0]"
瑞丰电子股份有限公司009116,9.13092762e+017,1,0,市级,2,3,5,565656,6503565,4809792,0.7396,33010,"(31390.0, 35000.0]"
华泰物流股份有限公司009117,9.1374171322e+017,0,1,国家级,5,1,5,6767,30624287,20051588,0.6548,19710,"(17830.0, 21190.0]"
天成纺织股份有限公司009118,9.13750e+017,0,0,市级,7,5,1,5656,8930257,530091,0.0594,10780,"(7318.0, 11047.0]"
宏达能源股份有限公司009119,9.1333401e+017,0,0,省级,4,2,2,676767,7931442,4712022,0.5941,26910,"(24530.0, 27972.0]"
中原纺织集团有限公司009120,9.130044079991392e+017,1,0,省级,7,4,6,676767,32452818,11249353,0.3466,19830,"(17830.0, 21190.0]"
天成贸易股份有限公司009121,9.132234014082281e+017,1,1,市级,4,2,7,6767,45989558,42678682,0.928,21030,"(17830.0, 21190.0]"
嘉禾科技股份有限公司009122,9.13477124331e+017,0,0,省级,6,7,,5656,22187412,11750913,0.5296,6200,"(3620.0, 7318.0]"
中原装备股份有限公司009123,9.13797094194383e+017,1,1,市级,4,5,3,343434,45625824,31046356,0.6805,14710,"(14492.0, 17830.0]"
远航材料集团有限公司009124,9.1313e+017,,,,4,1,6,676767,10525290,5769977,0.5482,8970,"(7318.0, 11047.0]"
宏达能源集团有限公司009125,9.136192369e+017,0,0,市级,,6,,565,29393145,6242787,0.2124,26830,"(24530.0, 27972.0]"
创元材料有限责任公司009126,9.13292e+017,0,1,市级,1,4,6,565656,45549766,13300579,0.292,21680,"(21190.0, 24530.0]"
盛世生物股份有限公司009127,9.1328335056e+017,0,0,,2,2,4,565656,10183704,8290186,0.8141,12990,"(11047.0, 14492.0]"
星河信息股份有限公司009128,9.1371512503391e+017,0,0,县级,5,,4,-2323432,40449759,36418202,0.9003,12410,"(11047.0, 14492.0]"
博雅信息股份有限公司009129,9.1384904407743934e+017,0,0,国家级,5,1,6,-3434545,16902634,5073194,0.3001,34360,"(31390.0, 35000.0]"
瑞丰纺织有限责任公司009130,9.1309807975e+017,1,,市级,5,1,2,5656,12861461,5909940,0.4595,3290,"(49.999, 3620.0]"
天成纺织有限公司009131,9.131484372328e+017,1,1,省级,1,4,4,-2323432,4913841,4443790,0.9043,31810,"(31390.0, 35000.0]"
华泰建设有限责任公司009132,9.13951927e+017,0,0,县级,,7,6,5656,21385307,9593170,0.4486,30850,"(27972.0, 31390.0]"
华信贸易有限公司009133,9.13189394843e+017,0,1,省级,6,7,5,565656,34592854,12251182,0.3542,9750,"(7318.0, 11047.0]"
华泰科技股份有限公司009134,9.13600816e+017,1,1,市级,3,4,2,-3434545,1148196,154490,0.1346,1420,"(49.999, 3620.0]"
创元信息股份有限公司009135,9.132374655e+017,0,0,省级,5,6,6,676767,27060458,19642781,0.7259,1470,"(49.999, 3620.0]"
金鼎建设集团有限公司009136,9.138513e+017,1,0,市级,,,1,6767,8666787,2351782,0.2714,26880,"(24530.0, 27972.0]"
永泰贸易股份有限公司009137,9.1374428138e+017,0,,国家级,4,1,,565656,224860,80397,0.3575,22500,"(21190.0, 24530.0]"
联创能源股份有限公司009138,9.13824601e+017,1,1,县级,7,1,1,565,37253076,25817008,0.693,28520,"(27972.0, 31390.0]"
启明建设股份有限公司009139,9.1347592177868e+017,0,0,县级,2,1,7,565656,37521003,27911706,0.7439,10820,"(7318.0, 11047.0]"
联创信息有限责任公司009140,9.1327186400478971e+017,,1,省级,4,3,1,5656,45251542,39671190,0.8767,23130,"(21190.0, 24530.0]"
宏达能源集团有限公司009141,9.133061e+017,0,0,市级,3,,7,6767,4474325,2991985,0.6687,13920,"(11047.0, 14492.0]"
宏达科技有限公司009142,9.1383633e+017,1,0,市级,3,3,4,676767,44730400,30892856,0.6906,7770,"(7318.0, 11047.0]"
金鼎能源有限责任公司009143,9.1316441967869e+017,1,,国家级,,,3,6767,29995137,5660117,0.1887,17650,"(14492.0, 17830.0]"
鼎盛建设有限公司009144,9.13905e+017,1,0,县级,3,1,6,5656,16048427,4416453,0.2752,13010,"(11047.0, 14492.0]"
金鼎材料股份有限公司009145,9.1367347764e+017,0,0,县级,1,5,4,676767,4898659,2149624,0.4388,12450,"(11047.0, 14492.0]"
嘉禾纺织有限责任公司009146,9.1368400544773393e+017,1,0,市级,5,2,2,565656,32557949,14862751,0.4565,34690,"(31390.0, 35000.0]"
华泰智能有限责任公司009147,9.1352e+017,1,1,县级,,2,6,343434,15822087,12598536,0.7963,7780,"(7318.0, 11047.0]"
华信网络有限公司009148,9.136489200e+017,0,1,县级,5,6,4,-3434545,25518988,14973013,0.5867,24260,"(21190.0, 24530.0]"
华泰智能股份有限公司009149,9.13817e+017,0,,市级,1,2,5,-3434545,49914515,38573017,0.7728,200,"(49.999, 3620.0]"
天成网络集团有限公司009150,9.13290494e+017,0,1,市级,4,6,2,343434,39551946,17264250,0.4365,19250,"(17830.0, 21190.0]"
华泰信息有限公司009151,9.133388628e+017,1,0,省级,1,1,5,565,47153553,37929571,0.8044,22710,"(21190.0, 24530.0]"
远航纺织股份有限公司009152,9.1308829138e+017,1,1,,,3,7,-2323432,39898964,35894757,0.8996,15280,"(14492.0, 17830.0]"
金鼎网络股份有限公司009153,9.13145e+017,1,1,县级,5,1,6,565,49720575,37214490,0.7485,5790,"(3620.0, 7318.0]"
鼎盛医药有限责任公司009154,9.1335081e+017,1,1,县级,2,2,2,5656,18963786,12512480,0.6598,17300,"(14492.0, 17830.0]"
永泰装备有限责任公司009155,9.13788024812988e+017,0,0,县级,5,1,2,565656,38794746,33258004,0.8573,31750,"(31390.0, 35000.0]"
中原科技集团有限公司009156,9.1306490326154e+017,,,市级,5,3,4,676767,21525172,14414205,0.6696,33890,"(31390.0, 35000.0]"
鼎盛纺织股份有限公司009157,9.138971521035e+017,0,1,,5,6,6,343434,14006250,714823,0.051,17250,"(14492.0, 17830.0]"
中原智能有限责任公司009158,9.1324e+017,1,0,县级,6,,3,565,34050294,16009555,0.4702,17200,"(14492.0, 17830.0]"
宏达机械集团有限公司009159,9.13872e+017,0,0,县级,3,,3,-2323432,46553414,36216221,0.7779,13690,"(11047.0, 14492.0]"
远航食品有限责任公司009160,9.131679078336451e+017,0,,市级,4,6,4,343434,37512907,3968459,0.1058,26190,"(24530.0, 27972.0]"
汇通医药集团有限公司009161,9.1374542e+017,1,0,省级,7,6,5,6767,529335,448175,0.8467,15090,"(14492.0, 17830.0]"
天成贸易有限责任公司009162,9.13627433779e+017,0,1,省级,,6,3,6767,17101438,11303301,0.661,1380,"(49.999, 3620.0]"
创元信息有限公司009163,9.136559468904e+017,1,1,市级,,7,5,676767,10881968,4197646,0.3857,5320,"(3620.0, 7318.0]"
华信建设有限责任公司009164,9.13804e+017,0,0,省级,3,6,1,6767,22420634,2493811,0.1112,17530,"(14492.0, 17830.0]"
创元科技集团有限公司009165,9.1304002e+017,0,1,省级,,,7,6767,21580218,15049981,0.6974,33840,"(31390.0, 35000.0]"
华信网络有限责任公司009166,9.1302e+017,1,1,市级,4,,3,6767,39798079,27353377,0.6873,4120,"(3620.0, 7318.0]"
启明纺织有限责任公司009167,9.139960976669309e+017,0,0,国家级,3,1,6,5656,10546477,6744264,0.6395,32570,"(31390.0, 35000.0]"
联创机械有限责任公司009168,9.1348e+017,1,1,市级,,5,3,565656,19334482,4386369,0.2269,29950,"(27972.0, 31390.0]"
嘉禾装备集团有限公司009169,9.135994e+017,,,,,5,6,-2323432,15163934,7600240,0.5012,15760,"(14492.0, 17830.0]"
启明医药有限责任公司009170,9.13694705237e+017,0,1,国家级,3,4,4,6767,48162735,30850561,0.6405,22640,"(21190.0, 24530.0]"
远航医药有限公司009171,9.13139991808004e+017,0,,国家级,4,,5,565,7915481,2152840,0.272,30400,"(27972.0, 31390.0]"
华泰网络有限责任公司009172,9.13562e+017,1,1,国家级,1,5,,676767,17508970,3700035,0.2113,26030,"(24530.0, 27972.0]"
宏达材料有限公司009173,9.138634690511352e+017,0,1,市级,5,4,,565,30153380,21869369,0.7253,7990,"(7318.0, 11047.0]"
鼎盛网络集团有限公司009174,9.1313000137271047e+017,0,1,,3,3,3,6767,33309636,20676655,0.6207,18700,"(17830.0, 21190.0]"
鼎盛化工股份有限公司009175,9.13564600233811e+017,0,1,省级,1,5,,565,49172789,23702485,0.482,17340,"(14492.0, 17830.0]"
中原科技股份有限公司009176,9.13064991e+017,1,,省级,4,,2,-3434545,15182312,10923373,0.7195,7600,"(7318.0, 11047.0]"
远航网络股份有限公司009177,9.137764918893304e+017,0,1,,3,6,5,565,27062196,14808196,0.5472,14760,"(14492.0, 17830.0]"
博雅贸易集团有限公司009178,9.1371107149163079e+017,1,1,县级,1,,7,343434,7875550,2365443,0.3004,33670,"(31390.0, 35000.0]"
中原化工集团有限公司009179,9.13224403155337e+017,1,0,市级,4,6,4,343434,23133323,19514377,0.8436,13860,"(11047.0, 14492.0]"
盛世机械有限公司009180,9.13001955e+017,1,0,省级,,4,,676767,25375771,23600912,0.9301,1450,"(49.999, 3620.0]"
鼎盛科技有限责任公司009181,9.13646126708404e+017,0,0,省级,1,2,6,-2323432,15292102,12359678,0.8082,12530,"(11047.0, 14492.0]"
华信网络股份有限公司009182,9.13778e+017,1,0,国家级,1,6,4,676767,33591673,29038124,0.8644,34710,"(31390.0, 35000.0]"
盛世医药有限责任公司009183,9.1340396139e+017,,,县级,,5,4,676767,14362368,2175470,0.1515,30930,"(27972.0, 31390.0]"
华信信息有限公司009184,9.131343314e+017,1,0,国家级,7,7,1,-2323432,31624100,27955154,0.884,11000,"(7318.0, 11047.0]"
华信能源有限公司009185,9.1305608468295e+017,0,0,市级,1,,3,6767,30310295,19839401,0.6545,5360,"(3620.0, 7318.0]"
金鼎纺织有限责任公司009186,9.131067358236432e+017,1,1,省级,3,6,1,565,8208919,1474601,0.1796,1080,"(49.999, 3620.0]"
华信电子股份有限公司009187,9.13952456528e+017,0,1,市级,5,,6,565656,2879398,1548634,0.5378,14990,"(14492.0, 17830.0]"
汇通医药集团有限公司009188,9.136869e+017,0,1,国家级,7,7,2,565656,43677855,25247052,0.578,3420,"(49.999, 3620.0]"
嘉禾医药有限责任公司009189,9.13773547599e+017,0,0,县级,,4,3,-2323432,35892374,31951866,0.8902,20480,"(17830.0, 21190.0]"
永泰食品有限责任公司009190,9.137402312872150e+017,0,1,国家级,5,7,,565,25904023,23257323,0.8978,10240,"(7318.0, 11047.0]"
金鼎物流有限责任公司009191,9.13262929e+017,0,,市级,1,2,1,343434,2427315,1029573,0.4242,50,"(49.999, 3620.0]"
鼎盛信息有限责任公司009192,9.1384e+017,1,0,国家级,5,2,5,343434,1080288,459128,0.425,13410,"(11047.0, 14492.0]"
星河医药有限公司009193,9.132902e+017,0,1,县级,,4,4,343434,29704244,20913173,0.704,14070,"(11047.0, 14492.0]"
盛世贸易股份有限公司009194,9.13752707003e+017,0,1,县级,,1,6,-2323432,48114449,14848077,0.3086,14290,"(11047.0, 14492.0]"
汇通食品股份有限公司009195,9.1324565396237e+017,0,0,县级,1,1,4,343434,24910495,11315828,0.4543,34800,"(31390.0, 35000.0]"
创元智能有限责任公司009196,9.137070324324e+017,1,0,省级,5,2,7,6767,12735937,10625818,0.8343,5200,"(3620.0, 7318.0]"
中原信息股份有限公司009197,9.13618e+017,1,0,省级,4,4,6,6767,7626958,5928342,0.7773,2530,"(49.999, 3620.0]"
博雅医药有限公司009198,9.1336392e+017,0,0,市级,,2,3,565,32350310,24808199,0.7669,8060,"(7318.0, 11047.0]"
瑞丰贸易有限公司009199,9.131546210251384e+017,1,1,县级,,7,7,343434,26374673,16564238,0.628,15060,"(14492.0, 17830.0]"
嘉禾纺织股份有限公司009200,9.1364798094233e+017,,,县级,1,2,1,676767,20973790,14741005,0.7028,9710,"(7318.0, 11047.0]"
盛世网络股份有限公司009201,9.1314189734762422e+017,0,1,省级,,,,-3434545,22403170,10628367,0.4744,24960,"(24530.0, 27972.0]"
联创信息有限责任公司009202,9.134720050924e+017,1,1,,6,7,3,676767,22176346,20192821,0.9106,80,"(49.999, 3620.0]"
星河环保集团有限公司009203,9.1338891813005e+017,1,1,市级,,7,7,5656,33728874,10140252,0.3006,28000,"(27972.0, 31390.0]"
华泰生物股份有限公司009204,9.1393515e+017,1,0,国家级,5,7,6,565656,10127770,8570174,0.8462,22780,"(21190.0, 24530.0]"
永泰医药有限公司009205,9.13900450404380e+017,0,0,省级,7,1,3,-2323432,680739,528979,0.7771,16090,"(14492.0, 17830.0]"
永泰电子有限公司009206,9.1361292e+017,1,0,省级,6,7,7,5656,44735805,22201289,0.4963,6600,"(3620.0, 7318.0]"
瑞丰智能股份有限公司009207,9.13632606e+017,1,0,,1,6,,676767,25248599,8407231,0.333,7220,"(3620.0, 7318.0]"
华信纺织集团有限公司009208,9.1326932e+017,1,1,,2,5,,343434,33246069,11335652,0.341,22590,"(21190.0, 24530.0]"
瑞丰食品有限责任公司009209,9.1352874347290006e+017,0,1,国家级,4,3,,565656,1899567,271002,0.1427,18890,"(17830.0, 21190.0]"
汇通物流集团有限公司009210,9.133987081875257e+017,,1,国家级,3,1,,565,25694028,7101230,0.2764,2380,"(49.999, 3620.0]"
永泰机械集团有限公司009211,9.13070532676e+017,1,,市级,1,2,2,5656,20376428,8803309,0.432,19740,"(17830.0, 21190.0]"
嘉禾生物有限责任公司009212,9.13605321e+017,1,0,市级,4,5,4,565656,33180655,29211112,0.8804,27370,"(24530.0, 27972.0]"
金鼎物流有限公司009213,9.138349912665e+017,0,0,县级,,5,,5656,31080589,21062683,0.6777,21260,"(21190.0, 24530.0]"
星河生物有限公司009214,9.13041e+017,,0,国家级,2,6,5,-3434545,13529367,11064637,0.8178,10290,"(7318.0, 11047.0]"
博雅材料有限责任公司009215,9.1354315e+017,0,1,,3,4,6,565,46636842,31967127,0.6854,7190,"(3620.0, 7318.0]"
天成化工有限责任公司009216,9.13416495366e+017,0,0,国家级,2,5,4,565,40043817,9606821,0.2399,30380,"(27972.0, 31390.0]"
瑞丰材料有限公司009217,9.137463170963439e+017,0,0,国家级,4,1,4,-3434545,25614389,4304265,0.168,29210,"(27972.0, 31390.0]"
嘉禾物流股份有限公司009218,9.1387493363035e+017,0,,,1,4,5,565656,35860744,11937077,0.3329,14230,"(11047.0, 14492.0]"
远航机械有限责任公司009219,9.139534e+017,1,1,市级,,,2,6767,9555423,2862940,0.2996,32370,"(31390.0, 35000.0]"
瑞丰生物集团有限公司009220,9.130720753659102e+017,0,0,市级,3,6,,565656,9352266,7008199,0.7494,24200,"(21190.0, 24530.0]"
博雅电子有限公司009221,9.1376453462e+017,0,0,省级,2,6,6,6767,3120851,2174087,0.6966,19100,"(17830.0, 21190.0]"
永泰生物有限责任公司009222,9.13862004e+017,0,0,市级,3,4,2,-3434545,24815226,18164081,0.732,31120,"(27972.0, 31390.0]"
嘉禾电子有限责任公司009223,9.132395984961295e+017,1,0,县级,3,2,,5656,11480847,4356253,0.3794,22500,"(21190.0, 24530.0]"
创元能源有限责任公司009224,9.138686954e+017,0,1,县级,3,3,4,676767,48926955,5327152,0.1089,12920,"(11047.0, 14492.0]"
启明生物有限责任公司009225,9.1379761e+017,0,0,省级,2,5,,5656,20390313,11448541,0.5615,9000,"(7318.0, 11047.0]"
永泰能源有限公司009226,9.13011574755e+017,,0,,1,7,5,676767,7267224,2604386,0.3584,19190,"(17830.0, 21190.0]"
金鼎装备有限责任公司009227,9.1337080644671e+017,0,0,县级,5,6,7,-2323432,31676162,27339180,0.8631,9790,"(7318.0, 11047.0]"
远航环保集团有限公司009228,9.1306782932e+017,1,1,县级,4,4,4,565,4887965,3949835,0.8081,23040,"(21190.0, 24530.0]"
金鼎信息有限公司009229,9.1346492e+017,1,0,省级,,4,7,-3434545,46062991,6178940,0.1341,6110,"(3620.0, 7318.0]"
星河建设有限公司009230,9.1364580676229271e+017,0,1,县级,,7,6,-2323432,36965164,18911600,0.5116,34300,"(31390.0, 35000.0]"
华泰医药有限责任公司009231,9.130389125279576e+017,,1,县级,2,6,1,-3434545,35122684,12804889,0.3646,18240,"(17830.0, 21190.0]"
星河生物集团有限公司009232,9.13777579541e+017,1,0,县级,,3,6,565656,16504545,8844970,0.5359,29170,"(27972.0, 31390.0]"
创元信息有限责任公司009233,9.1341983894e+017,0,1,国家级,4,7,1,676767,27273749,11881011,0.4356,22260,"(21190.0, 24530.0]"
嘉禾化工有限责任公司009234,9.1375441299590546e+017,1,1,县级,,3,7,676767,613742,254351,0.4144,17210,"(14492.0, 17830.0]"
天成电子集团有限公司009235,9.137144e+017,0,1,市级,1,7,7,-2323432,46820316,20404274,0.4358,11490,"(11047.0, 14492.0]"
瑞丰环保有限责任公司009236,9.1340847745e+017,1,0,市级,3,5,5,-2323432,19699615,11990534,0.6087,13770,"(11047.0, 14492.0]"
鼎盛科技有限公司009237,9.136067e+017,0,0,,1,7,,676767,48834925,16153223,0.3308,5260,"(3620.0, 7318.0]"
嘉禾材料有限公司009238,9.134458640154240e+017,0,0,市级,2,,3,565,39379327,12607027,0.3201,12620,"(11047.0, 14492.0]"
宏达贸易集团有限公司009239,9.13349e+017,1,1,省级,2,6,6,565,32272649,4559194,0.1413,19720,"(17830.0, 21190.0]"
星河装备集团有限公司009240,9.13268439872e+017,1,1,国家级,3,6,2,565,27534116,15210621,0.5524,18080,"(17830.0, 21190.0]"
嘉禾食品集团有限公司009241,9.1386579e+017,0,,县级,,6,2,343434,42164133,20650973,0.4898,4860,"(3620.0, 7318.0]"
永泰化工集团有限公司009242,9.13716383e+017,0,1,市级,7,,,6767,36237866,9956865,0.2748,6950,"(3620.0, 7318.0]"
华信科技有限公司009243,9.136387e+017,0,0,县级,3,7,4,565656,37430108,32219316,0.8608,3470,"(49.999, 3620.0]"
华泰材料有限责任公司009244,9.13479680343604e+017,0,0,县级,1,7,3,-3434545,47526603,30731137,0.6466,1080,"(49.999, 3620.0]"
天成能源有限公司009245,9.1377874800e+017,,0,省级,2,4,1,-3434545,11496763,8839479,0.7689,16190,"(14492.0, 17830.0]"
博雅科技有限责任公司009246,9.137512441e+017,0,0,县级,4,3,,565,4385382,599872,0.1368,17890,"(17830.0, 21190.0]"
中原能源有限责任公司009247,9.13239666242643e+017,1,1,国家级,7,,,-3434545,33101467,3191012,0.0964,1450,"(49.999, 3620.0]"
中原食品有限责任公司009248,9.13183314058e+017,0,1,国家级,4,2,5,-2323432,11657106,1312523,0.1126,8790,"(7318.0, 11047.0]"
汇通医药有限责任公司009249,9.1308e+017,0,1,省级,7,3,,565656,34013684,4426093,0.1301,23030,"(21190.0, 24530.0]"
博雅能源有限责任公司009250,9.133325414928e+017,1,1,市级,,3,4,5656,15769222,8851327,0.5613,7860,"(7318.0, 11047.0]"
盛世机械有限公司009251,9.13749971e+017,0,1,市级,,,,565,8874425,1606984,0.1811,1510,"(49.999, 3620.0]"
瑞丰机械集团有限公司009252,9.13331e+017,1,0,县级,,1,2,-3434545,47351834,8194348,0.1731,30190,"(27972.0, 31390.0]"
中原环保有限责任公司009253,9.1321784e+017,1,1,县级,1,1,3,676767,25318514,20057567,0.7922,23330,"(21190.0, 24530.0]"
永泰电子有限公司009254,9.1337543520e+017,1,0,国家级,4,1,7,6767,18745517,2759359,0.1472,15740,"(14492.0, 17830.0]"
博雅环保有限责任公司009255,9.1309137806259013e+017,0,0,市级,4,3,1,343434,41482081,22613522,0.5451,23390,"(21190.0, 24530.0]"
鼎盛建设股份有限公司009256,9.138128241e+017,1,0,县级,,3,4,-2323432,17147520,7142922,0.4166,29760,"(27972.0, 31390.0]"
盛世材料有限责任公司009257,9.132587046789203e+017,0,,县级,3,,5,5656,32264856,28050478,0.8694,27870,"(24530.0, 27972.0]"
鼎盛医药有限公司009258,9.1372916705803e+017,1,,县级,6,7,7,565656,23814039,2665122,0.1119,6880,"(3620.0, 7318.0]"
远航装备有限公司009259,9.13632138649e+017,0,0,市级,7,2,4,6767,236467,121956,0.5157,3440,"(49.999, 3620.0]"
鼎盛网络集团有限公司009260,9.136486134e+017,0,0,省级,1,5,,343434,40863596,22754437,0.5568,15940,"(14492.0, 17830.0]"
启明智能有限责任公司009261,9.1385499e+017,0,1,国家级,7,1,1,5656,32518778,26915531,0.8277,20520,"(17830.0, 21190.0]"
盛世贸易有限公司009262,9.1349282228265e+017,0,,省级,1,7,,565,24121939,21358220,0.8854,12090,"(11047.0, 14492.0]"
启明贸易股份有限公司009263,9.13965e+017,1,,市级,3,6,6,-3434545,15343850,6271041,0.4087,12940,"(11047.0, 14492.0]"
博雅智能集团有限公司009264,9.1357e+017,1,0,市级,2,2,6,-3434545,21140768,18082316,0.8553,19090,"(17830.0, 21190.0]"
联创医药集团有限公司009265,9.1317001855010e+017,1,0,市级,,,4,676767,4654660,3640256,0.7821,24360,"(21190.0, 24530.0]"
远航电子股份有限公司009266,9.1324842685561101e+017,1,1,国家级,5,3,5,-2323432,24325593,9591319,0.3943,18250,"(17830.0, 21190.0]"
远航物流有限责任公司009267,9.135013e+017,0,0,省级,,5,3,6767,4570262,407089,0.0891,23760,"(21190.0, 24530.0]"
华信纺织股份有限公司009268,9.139172624144894e+017,0,1,市级,1,,,-2323432,20079290,5956349,0.2966,21060,"(17830.0, 21190.0]"
宏达智能有限责任公司009269,9.132980953468e+017,,1,国家级,3,1,1,565656,15446222,5857841,0.3792,21840,"(21190.0, 24530.0]"
宏达材料有限公司009270,9.137501557762e+017,,1,,3,3,6,565,7722337,1881233,0.2436,23940,"(21190.0, 24530.0]"
星河信息股份有限公司009271,9.13400383e+017,,0,国家级,,4,2,565656,5652572,1513785,0.2678,16870,"(14492.0, 17830.0]"
