企业名称,统代,科技标签_高新技术产业,是否国企,龙头企业级别,2022从业人数,2023从业人数,2024从业人数,2022利润总额,实际授信额度,实际授信额度区间
嘉禾智能有限公司009142,9.13755873422e+017,1,0,,5,2,6,565656,17850,"(14480.0, 17855.0]"
远航贸易股份有限公司009143,9.131181e+017,1,0,国家级,3,7,,676767,13690,"(10954.0, 14480.0]"
中原纺织有限责任公司009144,9.1386362147720e+017,1,1,省级,1,5,4,343434,10790,"(7370.0, 10954.0]"
启明能源有限公司009145,9.13741675817e+017,1,0,省级,6,6,7,676767,21760,"(21364.0, 24660.0]"
汇通电子股份有限公司009146,9.1386985e+017,1,1,省级,1,6,2,676767,1390,"(49.999, 3780.0]"
华泰物流股份有限公司009147,9.135984209724e+017,0,1,省级,1,3,3,-3434545,29350,"(27972.0, 31471.0]"
联创电子有限公司009148,9.13980963e+017,0,1,市级,4,,,565,10510,"(7370.0, 10954.0]"
鼎盛环保有限公司009149,9.13658596024220e+017,0,0,,2,6,,-3434545,25090,"(24660.0, 27972.0]"
天成材料有限公司009150,9.136129952e+017,,1,国家级,2,6,4,5656,34820,"(31471.0, 35000.0]"
星河贸易有限责任公司009151,9.136668407e+017,0,1,国家级,1,6,2,-2323432,18530,"(17855.0, 21364.0]"
联创能源集团有限公司009152,9.13635236e+017,1,0,国家级,6,5,7,676767,12980,"(10954.0, 14480.0]"
创元建设集团有限公司009153,9.135899840686e+017,1,0,国家级,5,5,1,343434,23240,"(21364.0, 24660.0]"
汇通智能股份有限公司009154,9.1337658e+017,0,0,省级,7,1,5,6767,19610,"(17855.0, 21364.0]"
永泰电子集团有限公司009155,9.1324293278639823e+017,1,0,国家级,,,,6767,20150,"(17855.0, 21364.0]"
星河贸易有限责任公司009156,9.13255117020e+017,1,1,,6,3,6,-2323432,9990,"(7370.0, 10954.0]"
金鼎信息有限公司009157,9.13855392292e+017,1,1,省级,,3,2,-2323432,26260,"(24660.0, 27972.0]"
汇通能源有限公司009158,9.133026026308763e+017,0,0,县级,3,3,3,343434,4750,"(3780.0, 7370.0]"
远航化工有限公司009159,9.13277685e+017,1,1,市级,4,7,5,-3434545,23210,"(21364.0, 24660.0]"
永泰科技集团有限公司009160,9.1384212526e+017,1,0,县级,,1,,-3434545,990,"(49.999, 3780.0]"
远航材料集团有限公司009161,9.1338152542907e+017,1,0,省级,6,5,,-2323432,34140,"(31471.0, 35000.0]"
汇通科技股份有限公司009162,9.136815e+017,1,,国家级,6,1,3,5656,23990,"(21364.0, 24660.0]"
华泰机械有限责任公司009163,9.13033477e+017,,0,,7,5,6,5656,11920,"(10954.0, 14480.0]"
永泰化工股份有限公司009164,9.13575795e+017,1,1,国家级,6,3,1,676767,7190,"(3780.0, 7370.0]"
嘉禾医药有限公司009165,9.133395776747584e+017,1,0,省级,2,7,2,565656,5430,"(3780.0, 7370.0]"
永泰食品有限责任公司009166,9.1386450585448994e+017,1,1,市级,6,7,,6767,30160,"(27972.0, 31471.0]"
瑞丰建设有限责任公司009167,9.131219225078270e+017,1,1,国家级,7,7,5,-3434545,11900,"(10954.0, 14480.0]"
瑞丰智能股份有限公司009168,9.1327692587938e+017,0,1,市级,,3,1,-2323432,22980,"(21364.0, 24660.0]"
博雅材料集团有限公司009169,9.13237894514438e+017,1,1,国家级,1,,4,-3434545,860,"(49.999, 3780.0]"
华泰贸易有限公司009170,9.1395060463639e+017,1,,,1,3,4,343434,28320,"(27972.0, 31471.0]"
博雅物流有限责任公司009171,9.13872386879148e+017,,0,县级,,3,6,565,14060,"(10954.0, 14480.0]"
博雅材料有限公司009172,9.135706271e+017,1,1,县级,1,2,6,565,3990,"(3780.0, 7370.0]"
嘉禾医药有限公司009173,9.13729300016658e+017,0,0,省级,5,7,6,6767,27310,"(24660.0, 27972.0]"
瑞丰环保集团有限公司009174,9.1371428392547892e+017,1,1,县级,,2,1,6767,19280,"(17855.0, 21364.0]"
金鼎电子股份有限公司009175,9.1383037040e+017,0,,省级,,,7,5656,500,"(49.999, 3780.0]"
盛世科技集团有限公司009176,9.1350956663e+017,1,1,县级,7,3,2,565,410,"(49.999, 3780.0]"
华信建设有限公司009177,9.132462639123e+017,0,1,县级,7,7,6,-3434545,12620,"(10954.0, 14480.0]"
联创建设有限责任公司009178,9.1331076964e+017,0,1,市级,2,6,4,-3434545,14760,"(14480.0, 17855.0]"
汇通网络有限公司009179,9.133751199e+017,1,0,省级,1,1,1,-3434545,29260,"(27972.0, 31471.0]"
博雅网络有限责任公司009180,9.136449e+017,1,1,县级,1,4,3,565,25570,"(24660.0, 27972.0]"
华泰智能有限公司009181,9.1374767e+017,,0,国家级,2,3,1,-3434545,6420,"(3780.0, 7370.0]"
汇通食品股份有限公司009182,9.13843080e+017,0,0,,1,7,7,565,4220,"(3780.0, 7370.0]"
中原生物集团有限公司009183,9.13130491073e+017,0,0,市级,7,2,,-3434545,22500,"(21364.0, 24660.0]"
博雅科技股份有限公司009184,9.1339045393648737e+017,1,1,省级,2,6,,565656,15650,"(14480.0, 17855.0]"
星河建设有限公司009185,9.13927926543418e+017,1,1,国家级,2,6,4,565656,17430,"(14480.0, 17855.0]"
远航装备股份有限公司009186,9.1374579509171e+017,0,1,市级,4,3,5,565,29270,"(27972.0, 31471.0]"
天成网络有限责任公司009187,9.1347e+017,,,县级,7,5,4,565656,2910,"(49.999, 3780.0]"
创元纺织有限责任公司009188,9.130088e+017,1,0,省级,5,3,1,676767,8730,"(7370.0, 10954.0]"
远航材料有限公司009189,9.1361199058449e+017,,0,县级,6,7,1,-2323432,18490,"(17855.0, 21364.0]"
鼎盛贸易股份有限公司009190,9.1396199201e+017,,0,省级,2,1,4,-3434545,14180,"(10954.0, 14480.0]"
盛世贸易有限责任公司009191,9.1373309940e+017,0,,省级,7,4,1,6767,32430,"(31471.0, 35000.0]"
盛世机械股份有限公司009192,9.13249474e+017,1,0,省级,7,2,3,-3434545,12900,"(10954.0, 14480.0]"
中原食品有限责任公司009193,9.1398754581990e+017,0,1,县级,5,7,5,-3434545,27360,"(24660.0, 27972.0]"
创元智能有限责任公司009194,9.131782e+017,0,0,,6,,1,565656,25690,"(24660.0, 27972.0]"
创元食品股份有限公司009195,9.13995940343e+017,1,1,市级,4,7,7,-3434545,1840,"(49.999, 3780.0]"
盛世建设集团有限公司009196,9.13294199960191e+017,0,1,省级,2,3,3,-2323432,25780,"(24660.0, 27972.0]"
博雅机械有限责任公司009197,9.13001969907e+017,0,0,省级,5,2,2,565656,7580,"(7370.0, 10954.0]"
创元生物集团有限公司009198,9.1373e+017,1,0,国家级,6,,3,5656,2420,"(49.999, 3780.0]"
盛世材料有限责任公司009199,9.1350139651e+017,1,1,市级,5,,,565,17290,"(14480.0, 17855.0]"
远航建设有限公司009200,9.1380649e+017,0,1,省级,2,5,3,5656,5530,"(3780.0, 7370.0]"
博雅食品集团有限公司009201,9.1394455e+017,0,0,国家级,7,4,7,-2323432,15850,"(14480.0, 17855.0]"
汇通信息有限公司009202,9.138047267e+017,1,0,国家级,,3,1,5656,1490,"(49.999, 3780.0]"
华信纺织有限责任公司009203,9.132411967595841e+017,1,1,县级,5,7,4,565,10340,"(7370.0, 10954.0]"
联创网络有限责任公司009204,9.1315186640e+017,0,1,市级,1,7,,6767,24510,"(21364.0, 24660.0]"
天成信息有限公司009205,9.132206400e+017,0,0,省级,3,6,4,565,22000,"(21364.0, 24660.0]"
金鼎化工集团有限公司009206,9.139626e+017,1,0,国家级,,3,1,676767,21850,"(21364.0, 24660.0]"
盛世化工股份有限公司009207,9.137767e+017,0,1,国家级,5,6,2,676767,31630,"(31471.0, 35000.0]"
盛世材料股份有限公司009208,9.1347295746318011e+017,0,1,国家级,2,4,,6767,27430,"(24660.0, 27972.0]"
汇通环保股份有限公司009209,9.13157448552571e+017,1,0,县级,6,4,,5656,21430,"(21364.0, 24660.0]"
汇通能源有限公司009210,9.1319090e+017,1,0,省级,1,6,2,6767,6210,"(3780.0, 7370.0]"
启明纺织集团有限公司009211,9.13087665987884e+017,0,1,县级,6,7,7,676767,30040,"(27972.0, 31471.0]"
汇通科技股份有限公司009212,9.139578779e+017,0,1,省级,7,3,7,-3434545,11990,"(10954.0, 14480.0]"
宏达贸易集团有限公司009213,9.1390226124054598e+017,0,1,县级,1,5,4,-2323432,2340,"(49.999, 3780.0]"
联创机械有限公司009214,9.13944875772334e+017,1,1,,5,5,5,-3434545,18900,"(17855.0, 21364.0]"
联创智能有限责任公司009215,9.1338474e+017,1,0,县级,6,4,2,343434,11010,"(10954.0, 14480.0]"
鼎盛纺织集团有限公司009216,9.13967223850530e+017,1,1,县级,1,6,7,565656,18400,"(17855.0, 21364.0]"
嘉禾生物股份有限公司009217,9.13343992e+017,,0,市级,6,4,7,5656,17030,"(14480.0, 17855.0]"
嘉禾智能股份有限公司009218,9.13764672e+017,,0,省级,3,,5,6767,13720,"(10954.0, 14480.0]"
远航建设集团有限公司009219,9.1398662928140e+017,1,1,省级,5,1,2,6767,4550,"(3780.0, 7370.0]"
联创材料股份有限公司009220,9.1319099291555752e+017,1,,省级,4,1,7,565,8990,"(7370.0, 10954.0]"
金鼎机械有限责任公司009221,9.135062952547251e+017,0,0,市级,2,5,5,-3434545,17570,"(14480.0, 17855.0]"
嘉禾物流集团有限公司009222,9.1371156084199e+017,0,0,县级,6,5,3,343434,26400,"(24660.0, 27972.0]"
金鼎生物有限责任公司009223,9.1324128615e+017,0,1,国家级,4,,2,5656,14490,"(14480.0, 17855.0]"
金鼎化工集团有限公司009224,9.13775550e+017,1,1,省级,3,5,4,343434,5790,"(3780.0, 7370.0]"
汇通化工有限公司009225,9.134992327e+017,1,0,国家级,1,6,4,565656,5440,"(3780.0, 7370.0]"
瑞丰信息集团有限公司009226,9.138947017e+017,0,1,,3,4,6,565,1680,"(49.999, 3780.0]"
博雅医药有限责任公司009227,9.13646709e+017,1,1,国家级,2,3,4,5656,18250,"(17855.0, 21364.0]"
汇通装备集团有限公司009228,9.13251406065e+017,1,0,,3,,3,565656,4370,"(3780.0, 7370.0]"
盛世网络有限责任公司009229,9.1389051876141e+017,1,1,市级,7,6,2,-3434545,9070,"(7370.0, 10954.0]"
宏达电子股份有限公司009230,9.1376e+017,0,1,省级,5,3,,676767,15850,"(14480.0, 17855.0]"
中原纺织有限公司009231,9.13779724e+017,0,,县级,1,5,7,343434,16250,"(14480.0, 17855.0]"
华信网络集团有限公司009232,9.136992e+017,,0,省级,7,3,6,-3434545,25520,"(24660.0, 27972.0]"
华泰机械股份有限公司009233,9.1316331e+017,1,0,省级,5,6,5,6767,33630,"(31471.0, 35000.0]"
中原建设有限责任公司009234,9.1317144510182e+017,0,,县级,2,1,6,565656,18510,"(17855.0, 21364.0]"
博雅化工有限责任公司009235,9.139405271773e+017,0,1,市级,7,5,6,565656,8090,"(7370.0, 10954.0]"
创元化工有限责任公司009236,9.13881474066e+017,0,1,国家级,,2,5,676767,17390,"(14480.0, 17855.0]"
星河食品股份有限公司009237,9.13494946478e+017,0,0,省级,2,1,2,343434,28260,"(27972.0, 31471.0]"
嘉禾食品有限公司009238,9.139521041e+017,0,1,省级,,7,4,-3434545,4150,"(3780.0, 7370.0]"
瑞丰环保集团有限公司009239,9.1338105202e+017,1,,市级,7,4,7,565656,11210,"(10954.0, 14480.0]"
汇通信息有限公司009240,9.1375e+017,1,1,县级,1,7,2,-3434545,20380,"(17855.0, 21364.0]"
博雅医药集团有限公司009241,9.138852357124e+017,0,1,县级,1,1,1,-2323432,5720,"(3780.0, 7370.0]"
联创网络有限公司009242,9.1304424e+017,1,0,省级,3,1,7,-2323432,16390,"(14480.0, 17855.0]"
嘉禾信息有限公司009243,9.13678436e+017,0,1,县级,5,4,7,-3434545,12850,"(10954.0, 14480.0]"
鼎盛能源股份有限公司009244,9.138086e+017,1,0,县级,7,,4,676767,570,"(49.999, 3780.0]"
启明纺织有限责任公司009245,9.13192929e+017,1,0,,1,7,2,565,28660,"(27972.0, 31471.0]"
博雅信息集团有限公司009246,9.13978263003518e+017,1,1,国家级,6,2,2,676767,30180,"(27972.0, 31471.0]"
瑞丰物流有限公司009247,9.13839657439893e+017,1,1,,6,4,5,565,27350,"(24660.0, 27972.0]"
鼎盛机械集团有限公司009248,9.13196022672766e+017,,,国家级,4,7,1,-2323432,4160,"(3780.0, 7370.0]"
天成医药集团有限公司009249,9.13339876116e+017,0,0,县级,2,2,2,565656,12200,"(10954.0, 14480.0]"
联创建设股份有限公司009250,9.13624116e+017,1,,省级,6,4,1,6767,18730,"(17855.0, 21364.0]"
盛世贸易有限责任公司009251,9.13802175e+017,1,0,国家级,4,2,7,6767,6810,"(3780.0, 7370.0]"
中原网络集团有限公司009252,9.131538320789e+017,0,1,市级,6,4,5,676767,9070,"(7370.0, 10954.0]"
鼎盛网络有限公司009253,9.13693659069471e+017,1,0,省级,,5,2,-3434545,31420,"(27972.0, 31471.0]"
金鼎科技有限责任公司009254,9.13177721e+017,1,,市级,7,5,6,676767,11900,"(10954.0, 14480.0]"
联创智能股份有限公司009255,9.130826281e+017,,0,县级,5,3,1,-2323432,26450,"(24660.0, 27972.0]"
联创生物股份有限公司009256,9.13249e+017,0,,省级,5,5,3,5656,12600,"(10954.0, 14480.0]"
鼎盛物流集团有限公司009257,9.134187e+017,0,1,国家级,7,6,6,5656,31810,"(31471.0, 35000.0]"
华信医药股份有限公司009258,9.1327677132e+017,0,1,市级,5,,3,565,23700,"(21364.0, 24660.0]"
星河环保有限责任公司009259,9.135246096551e+017,1,1,,7,4,3,565,19710,"(17855.0, 21364.0]"
博雅机械有限责任公司009260,9.138480000796e+017,0,,市级,5,3,2,565,26030,"(24660.0, 27972.0]"
嘉禾装备股份有限公司009261,9.1366e+017,1,0,市级,5,3,,6767,11890,"(10954.0, 14480.0]"
天成医药有限公司009262,9.130948173e+017,,0,国家级,4,2,3,-2323432,3010,"(49.999, 3780.0]"
鼎盛材料有限责任公司009263,9.135784e+017,1,0,国家级,3,5,,5656,22920,"(21364.0, 24660.0]"
华泰环保有限责任公司009264,9.13092662e+017,,1,国家级,4,,2,-3434545,8090,"(7370.0, 10954.0]"
瑞丰生物有限公司009265,9.135242267126e+017,0,1,省级,5,3,3,565656,26900,"(24660.0, 27972.0]"
汇通科技集团有限公司009266,9.133084318010e+017,1,0,,2,6,,343434,27780,"(24660.0, 27972.0]"
天成物流有限公司009267,9.134333e+017,1,0,,3,3,6,5656,3670,"(49.999, 3780.0]"
星河电子集团有限公司009268,9.1328827e+017,0,0,市级,,2,2,676767,18960,"(17855.0, 21364.0]"
鼎盛网络有限责任公司009269,9.1313652605284e+017,0,1,县级,,3,4,343434,22870,"(21364.0, 24660.0]"
博雅化工有限公司009270,9.1391322669842355e+017,1,1,市级,4,5,2,5656,3490,"(49.999, 3780.0]"
鼎盛贸易股份有限公司009271,9.13596e+017,1,0,县级,,4,7,6767,16330,"(14480.0, 17855.0]"
星河装备有限公司009272,9.130806618836e+017,1,1,国家级,5,6,,565,9270,"(7370.0, 10954.0]"
宏达纺织股份有限公司009273,9.1326737841952e+017,0,0,市级,2,2,2,-3434545,34740,"(31471.0, 35000.0]"
汇通装备有限责任公司009274,9.13047496752742e+017,0,1,省级,1,7,1,676767,28350,"(27972.0, 31471.0]"
华信化工有限责任公司009275,9.1385e+017,1,0,国家级,2,1,3,676767,25750,"(24660.0, 27972.0]"
远航装备有限公司009276,9.13936122e+017,1,0,国家级,2,6,5,-2323432,2930,"(49.999, 3780.0]"
华泰环保有限责任公司009277,9.135574055092e+017,1,0,市级,5,7,5,5656,31650,"(31471.0, 35000.0]"
华泰科技有限责任公司009278,9.13492e+017,0,1,国家级,6,2,4,-3434545,14610,"(14480.0, 17855.0]"
天成电子有限责任公司009279,9.13515e+017,1,1,,1,5,5,676767,15330,"(14480.0, 17855.0]"
瑞丰物流有限公司009280,9.1390e+017,0,0,国家级,5,5,,-3434545,34410,"(31471.0, 35000.0]"
远航信息股份有限公司009281,9.1331377934e+017,1,0,县级,5,4,1,676767,11760,"(10954.0, 14480.0]"
启明贸易有限公司009282,9.137787614817e+017,1,0,国家级,5,6,6,6767,32770,"(31471.0, 35000.0]"
联创贸易有限责任公司009283,9.13712e+017,1,1,市级,7,1,3,-3434545,2100,"(49.999, 3780.0]"
嘉禾网络有限公司009284,9.135957948214e+017,0,1,国家级,1,7,3,-2323432,4870,"(3780.0, 7370.0]"
汇通网络集团有限公司009285,9.1346e+017,0,0,国家级,6,4,3,-3434545,9310,"(7370.0, 10954.0]"
博雅信息集团有限公司009286,9.134801e+017,1,1,,6,6,6,-2323432,17020,"(14480.0, 17855.0]"
博雅信息集团有限公司009287,9.1349919316e+017,0,1,县级,,6,5,-3434545,27030,"(24660.0, 27972.0]"
宏达信息有限公司009288,9.13367e+017,1,0,国家级,7,5,1,5656,34910,"(31471.0, 35000.0]"
瑞丰医药有限责任公司009289,9.139574092566e+017,1,0,,6,6,1,565,15000,"(14480.0, 17855.0]"
金鼎建设有限公司009290,9.137539098432e+017,0,1,市级,3,4,1,-2323432,13830,"(10954.0, 14480.0]"
华泰物流有限公司009291,9.13526885225879e+017,1,,,2,5,7,5656,17320,"(14480.0, 17855.0]"
嘉禾科技集团有限公司009292,9.13165841e+017,,0,省级,,3,,565656,9710,"(7370.0, 10954.0]"
联创装备有限责任公司009293,9.139428859897e+017,1,,,,3,2,676767,30030,"(27972.0, 31471.0]"
华泰医药集团有限公司009294,9.133044440055206e+017,0,1,省级,3,4,4,6767,24220,"(21364.0, 24660.0]"
天成智能集团有限公司009295,9.1381359e+017,0,0,省级,3,6,,5656,15530,"(14480.0, 17855.0]"
永泰生物有限责任公司009296,9.1341818e+017,1,0,国家级,6,,,6767,16040,"(14480.0, 17855.0]"
金鼎纺织有限责任公司009297,9.1346353484953818e+017,0,0,市级,4,3,2,-2323432,28710,"(27972.0, 31471.0]"
华信纺织股份有限公司009298,9.13258785244405e+017,0,0,县级,7,3,7,5656,31530,"(31471.0, 35000.0]"
远航信息有限公司009299,9.1379819163031e+017,1,0,市级,,6,1,-3434545,34390,"(31471.0, 35000.0]"
联创食品股份有限公司009300,9.13616371e+017,0,1,县级,2,2,2,6767,22780,"(21364.0, 24660.0]"
金鼎环保股份有限公司009301,9.13410493303e+017,,1,省级,5,7,,565656,3630,"(49.999, 3780.0]"
星河能源股份有限公司009302,9.13517088e+017,1,0,国家级,2,3,1,-3434545,27760,"(24660.0, 27972.0]"
中原智能有限公司009303,9.1384252256935e+017,0,0,省级,7,3,5,565,5960,"(3780.0, 7370.0]"
永泰建设有限公司009304,9.13608876882e+017,0,0,市级,2,5,,676767,17550,"(14480.0, 17855.0]"
瑞丰环保有限公司009305,9.132685805265e+017,1,0,县级,,7,2,565656,29850,"(27972.0, 31471.0]"
启明环保股份有限公司009306,9.1303570721771e+017,1,0,,5,5,6,676767,4060,"(3780.0, 7370.0]"
鼎盛装备有限责任公司009307,9.1311866e+017,1,0,省级,1,3,,565,8150,"(7370.0, 10954.0]"
远航电子股份有限公司009308,9.13828226405e+017,1,1,国家级,3,3,2,565,2220,"(49.999, 3780.0]"
联创智能股份有限公司009309,9.135401447814323e+017,0,0,县级,1,4,4,565656,29410,"(27972.0, 31471.0]"
远航贸易集团有限公司009310,9.13815e+017,1,0,国家级,2,5,4,343434,23810,"(21364.0, 24660.0]"
金鼎材料有限公司009311,9.133141527e+017,,1,省级,5,5,2,-2323432,24830,"(24660.0, 27972.0]"
金鼎贸易股份有限公司009312,9.132518818e+017,1,1,,7,7,6,-2323432,17170,"(14480.0, 17855.0]"
天成能源股份有限公司009313,9.1364009179932e+017,0,0,国家级,,1,7,-2323432,22680,"(21364.0, 24660.0]"
天成智能有限责任公司009314,9.1339467e+017,1,0,县级,5,,1,565656,22290,"(21364.0, 24660.0]"
瑞丰机械有限责任公司009315,9.1376787e+017,0,1,市级,2,1,1,-3434545,23840,"(21364.0, 24660.0]"
星河纺织集团有限公司009316,9.136854538340e+017,1,0,,5,1,5,5656,22290,"(21364.0, 24660.0]"
金鼎电子集团有限公司009317,9.134670992e+017,0,0,县级,4,2,4,-3434545,16320,"(14480.0, 17855.0]"
宏达贸易有限责任公司009318,9.134728460084e+017,1,0,,1,7,5,565656,15600,"(14480.0, 17855.0]"
金鼎物流有限公司009319,9.13403835141e+017,0,0,市级,7,,5,343434,2620,"(49.999, 3780.0]"
华信信息集团有限公司009320,9.13191735252748e+017,0,1,省级,2,2,,5656,12030,"(10954.0, 14480.0]"
嘉禾能源有限责任公司009321,9.134693605254e+017,1,0,市级,3,4,2,676767,25540,"(24660.0, 27972.0]"
华泰化工有限责任公司009322,9.132423612e+017,0,1,县级,,7,1,-3434545,34650,"(31471.0, 35000.0]"
天成科技集团有限公司009323,9.13753982455e+017,1,,,4,6,5,6767,3510,"(49.999, 3780.0]"
华泰食品有限责任公司009324,9.13333428240e+017,0,0,省级,3,2,7,343434,32480,"(31471.0, 35000.0]"
瑞丰生物有限公司009325,9.137512e+017,1,0,国家级,3,7,3,676767,7480,"(7370.0, 10954.0]"
启明纺织有限责任公司009326,9.13918650764e+017,1,1,国家级,,3,5,6767,1630,"(49.999, 3780.0]"
瑞丰纺织有限公司009327,9.13379737876e+017,1,,县级,,3,2,-3434545,31850,"(31471.0, 35000.0]"
鼎盛机械集团有限公司009328,9.1390595772e+017,0,1,市级,2,2,,565656,9960,"(7370.0, 10954.0]"
启明材料有限责任公司009329,9.13207971e+017,0,,市级,7,1,6,343434,24400,"(21364.0, 24660.0]"
华泰网络股份有限公司009330,9.1355784576368e+017,0,,县级,6,6,,-3434545,9740,"(7370.0, 10954.0]"
鼎盛医药股份有限公司009331,9.1322451791133101e+017,1,0,,,4,5,5656,1510,"(49.999, 3780.0]"
天成装备有限公司009332,9.1341e+017,0,1,,6,4,,6767,25980,"(24660.0, 27972.0]"
嘉禾生物股份有限公司009333,9.13474e+017,1,1,省级,4,3,7,565656,20130,"(17855.0, 21364.0]"
启明能源有限责任公司009334,9.130833e+017,1,1,,6,7,4,343434,12460,"(10954.0, 14480.0]"
华泰材料股份有限公司009335,9.134134730e+017,1,0,,5,3,3,-3434545,22080,"(21364.0, 24660.0]"
汇通物流有限公司009336,9.1391208645e+017,1,1,省级,6,2,6,565,25320,"(24660.0, 27972.0]"
中原材料有限公司009337,9.1349670435e+017,1,1,省级,3,3,2,-3434545,23850,"(21364.0, 24660.0]"
嘉禾建设有限公司009338,9.135511849382e+017,1,0,国家级,4,3,3,6767,24810,"(24660.0, 27972.0]"
创元纺织集团有限公司009339,9.138741529259e+017,,,,,2,2,6767,16320,"(14480.0, 17855.0]"
永泰贸易集团有限公司009340,9.1340991764e+017,1,,县级,6,2,6,-3434545,1580,"(49.999, 3780.0]"
联创网络集团有限公司009341,9.13929e+017,0,1,县级,5,2,6,565,20340,"(17855.0, 21364.0]"
盛世食品股份有限公司009342,9.135751638983858e+017,,0,,2,,1,343434,14300,"(10954.0, 14480.0]"
华信科技股份有限公司009343,9.132210e+017,1,1,市级,5,1,1,343434,23930,"(21364.0, 24660.0]"
华泰食品有限责任公司009344,9.13893140874858e+017,1,1,县级,6,6,2,6767,13790,"(10954.0, 14480.0]"
华信装备股份有限公司009345,9.1330e+017,,1,国家级,2,3,,565656,15550,"(14480.0, 17855.0]"
联创网络有限责任公司009346,9.1350e+017,1,0,县级,,1,5,-3434545,17620,"(14480.0, 17855.0]"
瑞丰信息集团有限公司009347,9.13779616e+017,,1,市级,2,,4,6767,25750,"(24660.0, 27972.0]"
金鼎装备集团有限公司009348,9.139966511647e+017,0,0,国家级,2,3,5,343434,18610,"(17855.0, 21364.0]"
博雅智能有限公司009349,9.1377188878179e+017,1,0,国家级,7,7,7,6767,22650,"(21364.0, 24660.0]"
宏达电子有限公司009350,9.1321e+017,0,0,,,,7,-2323432,7810,"(7370.0, 10954.0]"
创元能源有限公司009351,9.13761840522160e+017,1,,市级,3,5,7,676767,21060,"(17855.0, 21364.0]"
瑞丰建设有限公司009352,9.13170665422e+017,,0,省级,1,3,5,-3434545,12590,"(10954.0, 14480.0]"
鼎盛网络有限责任公司009353,9.13386332e+017,1,0,,5,6,3,5656,25360,"(24660.0, 27972.0]"
创元智能有限责任公司009354,9.1318245e+017,1,0,国家级,7,7,7,5656,22140,"(21364.0, 24660.0]"
远航信息有限责任公司009355,9.1399e+017,0,1,国家级,2,3,7,-2323432,34120,"(31471.0, 35000.0]"
金鼎信息有限公司009356,9.138580e+017,0,0,,2,1,2,-3434545,7650,"(7370.0, 10954.0]"
联创智能有限公司009357,9.13851620948911e+017,0,0,省级,2,5,2,676767,29600,"(27972.0, 31471.0]"
博雅食品股份有限公司009358,9.1339078518e+017,0,1,省级,5,2,1,565,10910,"(7370.0, 10954.0]"
宏达医药股份有限公司009359,9.13897412628e+017,0,1,省级,3,5,5,565,34840,"(31471.0, 35000.0]"
汇通能源有限责任公司009360,9.13105368243509e+017,1,1,国家级,,2,7,-2323432,21820,"(21364.0, 24660.0]"
天成科技有限责任公司009361,9.13676031e+017,1,0,县级,2,2,7,5656,11710,"(10954.0, 14480.0]"
金鼎化工有限责任公司009362,9.13635654063e+017,0,0,市级,2,4,3,565656,10530,"(7370.0, 10954.0]"
鼎盛贸易有限公司009363,9.13442722979e+017,1,,,4,1,7,343434,34450,"(31471.0, 35000.0]"
汇通物流有限责任公司009364,9.132296134268e+017,0,0,县级,3,4,3,-3434545,270,"(49.999, 3780.0]"
鼎盛装备股份有限公司009365,9.136109386676937e+017,0,1,县级,1,,3,676767,15360,"(14480.0, 17855.0]"
启明化工有限责任公司009366,9.1390442723733e+017,1,0,市级,,6,5,676767,19490,"(17855.0, 21364.0]"
星河纺织股份有限公司009367,9.1393480472232999e+017,0,1,省级,7,6,5,565,15000,"(14480.0, 17855.0]"
启明环保有限责任公司009368,9.1348612254438e+017,1,,市级,6,6,1,-2323432,16810,"(14480.0, 17855.0]"
创元电子集团有限公司009369,9.13593733e+017,0,1,县级,5,2,7,565656,12820,"(10954.0, 14480.0]"
星河食品有限责任公司009370,9.1384138e+017,1,0,国家级,7,1,6,6767,15080,"(14480.0, 17855.0]"
嘉禾食品股份有限公司009371,9.138122022713e+017,1,0,,1,3,3,676767,20030,"(17855.0, 21364.0]"
华泰食品股份有限公司009372,9.1377692280e+017,0,1,市级,3,6,4,6767,30810,"(27972.0, 31471.0]"
博雅医药集团有限公司009373,9.13623959e+017,1,,县级,1,1,7,-3434545,30380,"(27972.0, 31471.0]"
远航电子有限公司009374,9.138681e+017,1,1,省级,3,6,7,-2323432,2040,"(49.999, 3780.0]"
鼎盛物流有限公司009375,9.134951817e+017,0,1,市级,3,3,,676767,21940,"(21364.0, 24660.0]"
嘉禾电子有限公司009376,9.1383365e+017,1,0,县级,6,6,1,565,31880,"(31471.0, 35000.0]"
盛世能源股份有限公司009377,9.13743784672095e+017,0,1,市级,1,3,,565,16150,"(14480.0, 17855.0]"
永泰贸易股份有限公司009378,9.130675e+017,,1,县级,5,2,4,-3434545,1820,"(49.999, 3780.0]"
嘉禾医药股份有限公司009379,9.1389457981671e+017,0,0,,4,3,2,-2323432,190,"(49.999, 3780.0]"
联创物流股份有限公司009380,9.1337e+017,1,,市级,4,7,,-3434545,25520,"(24660.0, 27972.0]"
创元纺织股份有限公司009381,9.136061242432479e+017,0,,省级,4,3,4,5656,13920,"(10954.0, 14480.0]"
金鼎化工股份有限公司009382,9.13335550e+017,,0,国家级,2,4,1,565656,33580,"(31471.0, 35000.0]"
联创信息有限责任公司009383,9.131802931978e+017,1,0,市级,2,7,7,565,4910,"(3780.0, 7370.0]"
天成食品集团有限公司009384,9.1308429076e+017,1,,国家级,3,5,5,343434,15520,"(14480.0, 17855.0]"
